Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Cabo Verde,CPV,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,
Cabo Verde,CPV,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,,
Cabo Verde,CPV,Urban population growth (annual %),SP.URB.GROW,2.788642241,3.385611047,3.970981953,4.432246864,4.76029344,4.922419896,5.130763943,5.260296606,5.034253441,4.41327654,3.551580763,2.780392937,2.119525812,1.631602445,1.575749678,1.853217419,2.202247116,2.478946107,2.764588488,3.003906073,3.566042608,7.767266744,7.903339905,7.889253791,7.720193954,7.414686144,8.937119852,8.531781812,8.269602842,8.166362397,8.119682958,4.409766402,4.626606191,4.738459681,4.735117176,4.641212938,4.526013543,4.404726952,4.259515373,4.07482882,3.865799588,3.535148158,3.343577158,3.116965417,2.859332336,2.58301505,2.294233045,2.042767165,1.917782467,1.943340522,2.088838353,2.241070534,2.360909166,2.424879814,2.407991143
Cabo Verde,CPV,Urban population,SP.URB.TOTL,33744,34906,36320,37966,39817,41826,44028,46406,48802,51004,52848,54338,55502,56415,57311,58383,59683,61181,62896,64814,67167,72592,78562,85011,91834,98902,108148,117780,127934,138820,150562,157350,164801,172798,181177,189784,198571,207513,216543,225549,234439,242875,251133,259084,266599,273575,279924,285701,291233,296948,303216,310088,317496,325289,333217
Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,16.679,16.948,17.224,17.503,17.787,18.073,18.363,18.657,18.954,19.255,19.559,19.9,20.272,20.649,21.031,21.419,21.812,22.209,22.612,23.02,23.518,24.995,26.535,28.133,29.792,31.5,33.885,36.355,38.902,41.504,44.12,45.044,45.973,46.902,47.834,48.768,49.704,50.637,51.572,52.505,53.435,54.291,55.146,55.997,56.846,57.689,58.529,59.363,60.194,61.016,61.833,62.624,63.389,64.127,64.84
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,,27.06462985,28.05685468,29.07387387,30.10252644,31.13249119,32.16194673,33.19057971,34.21210341,35.21964356,36.20981199,37.1791226,38.13254994,39.08625147,40.06227967,41.07735997,42.13654524,43.23789659,44.38215825,45.56811594,46.79414414,48.06359185,49.37647865,50.72330591,52.0911085,53.47103408,54.85675676,56.25174305,57.66862515,59.12559734,60.63443008,62.19455542,63.79676851,65.43292205,67.0915002,68.76077164,70.44130435,72.12544066,73.78317665,75.37651782,76.87916177,78.27653741,79.57712495,80.80630631,82.00233059,83.1931649,84.38679984,85.57510772,86.75099882,87.90170388,89.01827262,90.09962789,91.15056796,92.17455934,93.17677242
Costa Rica,CRI,Population in largest city,EN.URB.LCTY,229792,240155,251001,262364,274348,286844,299928,313608,327933,342870,358509,374861,391984,409364,424290,439760,455817,472413,489638,507491,526020,545173,565050,585653,606945,627401,648576,670465,693125,716486,740667,765665,791543,818220,845835,874383,903935,934400,965936,998537,1031934,1040551,1049251,1058024,1066883,1075791,1084786,1093856,1103014,1112224,1121524,1130901,1140356,1149891,1159505
Costa Rica,CRI,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,50.32455871,50.62299878,50.92682392,51.07040663,50.7122128,50.41700135,50.18934291,50.02328831,49.92578113,49.89580483,49.94121433,50.06089662,50.24514736,50.45343062,50.58725762,50.70694073,50.80841217,50.89225983,50.96371823,51.02473562,51.08140863,51.12668078,51.16607582,51.21090232,51.23126555,50.56614814,49.9542108,49.38986884,48.86079019,48.34771084,47.84488188,47.35341848,46.88283127,46.43492148,46.02136766,45.64714862,45.31166037,45.01466445,44.7758302,44.61363389,44.5194632,43.09865152,41.81828979,40.65354665,39.57538045,38.56550742,37.61447371,36.72195604,35.88786859,35.11362273,34.39723773,33.73617434,33.13758236,32.59555513,32.1038049
Costa Rica,CRI,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,240155,251001,262364,274348,286844,299928,313608,327933,342870,358509,374861,391984,409364,424290,439760,455817,472413,489638,507491,526020,545173,565050,585653,606945,627401,648576,670465,693125,716486,740667,765665,791543,818220,845835,874383,903935,934400,965936,998537,1031934,1040551,1049251,1058024,1066883,1075791,1084786,1093856,1103014,1112224,1121524,1130901,1140356,1149891,1159505,1170188
Costa Rica,CRI,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.0155614,18.16320771,18.31405231,18.48068591,18.66216449,18.86784619,19.09694925,19.35037891,19.62767693,19.93582882,20.27510813,20.64849455,21.02485404,21.25974073,21.49805923,21.73237469,21.95746022,22.17837622,22.39438379,22.60790783,22.81718271,23.0244808,23.22947782,23.43478516,23.58852563,23.75535257,23.93674942,24.13208069,24.33253186,24.53390298,24.73082958,24.92535396,25.11832061,25.31678342,25.52427364,25.7463489,25.97913162,26.2288387,26.50488975,26.81235994,26.50781439,26.25227682,26.03912967,25.85774981,25.69335991,25.53733742,25.38661666,25.24368544,25.10943658,24.98794076,24.88081574,24.78772356,24.70679918,24.63659846,24.59615193
Costa Rica,CRI,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0.44,0.64,0.56,0.56,0.67,0.6901,1.1,,0.97,,1.36,,1.21
Costa Rica,CRI,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0.64,0.84,0.78,0.78,0.98,1.0094,1.24,,1.14,,1.57,,1.44
Costa Rica,CRI,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,99.2,99.2,99.3,99.3,99.3,99.3,99.3,99.3,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.6,99.6
Costa Rica,CRI,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1,94.2,94.2,94.3,94.3,94.4,94.4,94.5,94.5,94.6,94.6,94.7,94.7,94.7,94.8,94.8,94.9,94.9,95,95,95.1,95.1,95.2,95.2,95.2
Costa Rica,CRI,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,19.1,17.6,18.2,19.5
Costa Rica,CRI,Urban population growth (annual %),SP.URB.GROW,3.794081775,3.81972046,3.818859207,4.146050379,5.170295878,5.037945897,4.912966687,4.791540094,4.66166589,4.514264472,4.369272523,4.220792976,4.099195644,3.924694074,3.316347376,3.344885965,3.386315406,3.411327882,3.4409613,3.461607918,3.475017771,3.487805855,3.504080633,3.493752671,3.531315767,4.621536996,4.536884227,4.455379393,4.400893731,4.37047125,4.364714875,4.351874306,4.322694339,4.274678734,4.21390473,4.135884932,4.061570092,3.972324622,3.851279129,3.682261296,3.501181885,4.075042839,3.84841065,3.657415908,3.521715722,3.416382412,3.329589887,3.23404179,3.131288187,3.012533049,2.893976484,2.773176385,2.622846153,2.481878439,2.352741224
Costa Rica,CRI,Urban population,SP.URB.TOTL,456620,474399,492866,513730,540990,568943,597593,626924,656841,687172,717862,748810,780143,811370,838729,867258,897129,928261,960758,994598,1029768,1066318,1104345,1143610,1184716,1240753,1298341,1357495,1418571,1481944,1548059,1616916,1688343,1762079,1837918,1915526,1994928,2075768,2157271,2238188,2317939,2414347,2509072,2602538,2695825,2789516,2883959,2978752,3073501,3167500,3260506,3352191,3441277,3527754,3611737
Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,34.254,34.329,34.404,34.606,35.197,35.791,36.39,36.993,37.601,38.212,38.827,39.445,40.068,40.655,41.002,41.349,41.698,42.046,42.396,42.747,43.099,43.45,43.803,44.156,44.542,45.445,46.353,47.263,48.176,49.088,50.002,50.916,51.83,52.741,53.651,54.559,55.465,56.365,57.262,58.154,59.049,60.407,61.751,63.077,64.385,65.669,66.932,68.172,69.387,70.573,71.734,72.866,73.94,74.956,75.915
Caribbean small states,CSS,Population density (people per sq. km of land area),EN.POP.DNST,,10.55071146,10.7544664,10.95807806,11.15225296,11.33126482,11.49540514,11.64468132,11.78397233,11.92121047,12.0617169,12.20484931,12.35171196,12.50082757,12.64878211,12.7894009,12.93302218,13.07302316,13.21264879,13.3576678,13.51369643,13.66332963,13.83006052,13.99914289,14.15855008,14.29239718,14.40324565,14.4837446,14.54018031,14.63169816,14.72241077,14.82459676,14.93706064,15.0574682,15.18217364,15.30843522,15.45796715,15.59264419,15.72242312,15.83718908,15.94347536,16.04905768,16.13575645,16.22134124,16.30978881,16.40339879,16.50297888,16.60760035,16.71551933,16.824041,16.93113252,17.03519081,17.13500803,17.23062616,17.32383599
Caribbean small states,CSS,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.41,0.492,0,0,0.615,0.615,0.85,0.8755,,,0.98,,,,
Caribbean small states,CSS,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.56,0.672,0,0,0.705,0.705,0.94,0.9682,0.875,,1.02,,,,1.29
Caribbean small states,CSS,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2629264,96.3155444,96.38502815,96.44948625,96.50906015,96.52354305,96.59029082,96.65272648,96.70953921,96.78377071,96.8127436,96.89208989,96.98875086,97.06900695,97.14365622,97.16444961,97.23815228,97.31952923,97.39838664,97.46616407,97.49202095,97.57709419,97.64637168,97.69680971,97.72670524
Caribbean small states,CSS,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.49669728,82.61425292,82.80134989,82.94440881,82.48504856,82.57498012,82.7267384,82.84178086,83.00247711,83.12427198,83.30771919,83.39814609,83.56044192,83.66739697,83.82356026,83.92736596,84.06967111,84.18159883,84.5421775,84.64402226,84.73248673,84.89555659,84.89812131,84.97839921,85.00879326
Caribbean small states,CSS,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Urban population growth (annual %),SP.URB.GROW,,2.626207247,2.696386299,2.707274955,2.611705234,2.427406585,2.304962656,2.177897651,2.079597466,2.02186649,2.004113222,1.971253107,2.222080233,2.449778677,2.379724956,2.312601076,2.270695455,2.19901372,2.168722622,2.190893246,2.198423716,1.552964965,1.718746977,1.420395115,1.368076209,1.187187953,1.041232393,0.825964143,0.647979076,0.954904786,0.970166612,1.260236946,1.286892954,1.33343316,1.360094375,1.375334449,1.568234248,1.439599022,1.392493601,1.259760139,1.143447336,0.872597938,0.614207007,0.589378098,0.611671683,0.624274137,0.664617448,0.69808911,0.718231257,0.719690724,0.714161755,0.741781231,0.729394501,0.721569221,0.730357958
Caribbean small states,CSS,Urban population,SP.URB.TOTL,1324191,1358967,1395610,1433393,1470829,1506532,1541257,1574824,1607574,1640077,1672946,1705924,1743831,1786551,1829066,1871365,1913858,1955944,1998363,2042145,2087040,2119451,2155879,2186501,2216414,2242727,2266079,2284796,2299601,2321560,2344083,2373624,2404170,2436228,2469363,2503325,2542583,2579186,2615101,2648045,2678324,2701695,2718289,2734310,2751035,2768209,2786607,2806060,2826214,2846554,2866883,2888149,2909215,2930207,2951608
Caribbean small states,CSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,31.59748985,31.81902661,32.05786052,32.31394191,32.58061737,32.84426471,33.12149073,33.40903214,33.70068015,33.98628112,34.26354751,34.52920831,34.87683122,35.30502046,35.72235464,36.13414268,36.54424627,36.94792395,37.35026467,37.7541458,38.1471423,38.3153468,38.50405329,38.57927026,38.66679689,38.7594226,38.86160276,38.96478557,39.06511204,39.19140935,39.32782774,39.54893513,39.75628784,39.96427473,40.17510029,40.39171352,40.62833209,40.85720356,41.08418418,41.30028453,41.49409891,41.58078188,41.6113704,41.63578874,41.66329368,41.68414793,41.70800054,41.7345574,41.7629245,41.7921552,41.82440543,41.87727569,41.93701041,42.00520512,42.08433721
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,,67.87549348,69.37061453,70.93444134,72.50604283,74.04029795,75.51608939,76.9417784,78.33639665,79.73175978,81.14639665,82.58809125,84.03444134,85.43809125,86.73529795,87.88123836,88.86655493,89.70835196,90.42265363,91.03619181,91.57520484,92.03183426,92.41729981,92.80012104,93.26872439,93.88258845,94.67409683,95.61709497,96.63947858,97.63603352,98.52962756,99.29773743,99.96066108,100.5359032,101.0561918,101.5460708,102.0053259,102.4248696,102.8109218,103.1704469,103.5082588,103.8312104,105.1277376,105.4026034,105.6355606,105.7971815,105.9400451,106.0131811,106.0713923,106.1390643,106.2395058,106.3845359,106.5636133,106.7503288,106.9063416
Cuba,CUB,Population in largest city,EN.URB.LCTY,1435511,1466641,1498491,1531032,1564326,1598250,1632957,1668419,1704701,1741668,1779491,1796743,1809358,1822027,1834803,1847668,1860641,1873669,1886807,1900036,1913377,1926775,1945101,1964799,1984723,2004794,2025096,2045604,2066348,2087244,2108381,2122518,2129483,2136451,2143452,2150475,2157531,2164591,2171684,2178800,2185949,2193102,2200288,2197730,2192981,2188256,2183534,2178822,2174113,2169428,2164747,2160076,2155408,2150763,2146128
Cuba,CUB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,34.42067133,34.33981181,34.21955315,34.08342763,33.9620577,33.87245265,33.82565141,33.81417938,33.82905058,33.85264219,33.88050773,33.22043795,32.43951962,31.712283,31.05578319,30.48078384,29.98377888,29.55402449,29.18157342,28.85570175,28.56491737,28.31169007,28.23173436,28.19245088,28.13088342,28.0305815,27.88235882,27.69657203,27.49527496,27.30880965,27.15782271,27.0135521,26.86739337,26.74673386,26.64220194,26.54682906,26.46093864,26.37075244,26.27436827,26.18674147,26.10556856,26.02935495,25.95841252,25.80303316,25.65632742,25.52351791,25.40545119,25.29989032,25.20065004,25.10009131,24.99219841,24.87439735,24.74924176,24.62352819,24.50336827
Cuba,CUB,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1435511,1466641,1498491,1531032,1564326,1598250,1632957,1668419,1704701,1741668,1779491,1796743,1809358,1822027,1834803,1847668,1860641,1873669,1886807,1900036,1913377,1926775,1945101,1964799,1984723,2004794,2025096,2045604,2066348,2087244,2108381,2122518,2129483,2136451,2143452,2150475,2157531,2164591,2171684,2178800,2185949,2193102,2200288,2197730,2192981,2188256,2183534,2178822,2174113,2169428,2164747,2160076,2155408,2150763,2146128
Cuba,CUB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,20.10201748,20.11900692,20.11288247,20.09661136,20.08855873,20.09889929,20.13404225,20.19010723,20.26190822,20.3390068,20.41842668,20.25649267,20.04762391,19.85633035,19.69651021,19.57597888,19.49485283,19.44713871,19.42879873,19.43316178,19.45442365,19.49344708,19.59677473,19.71357114,19.81342631,19.88293155,19.91636898,19.91965159,19.90877804,19.90484555,19.92406598,19.90250528,19.83539148,19.7864313,19.74906562,19.71818756,19.69381779,19.67732901,19.66767836,19.66336194,19.6634963,19.66647991,19.67258376,19.596629,19.50932684,19.43207437,19.36581341,19.30887715,19.25657198,19.20282485,19.14327502,19.07592747,19.00271639,18.92859893,18.86024312
Cuba,CUB,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18,0.18,0.18,0.189,,0,0.45,0.65,0.55,0.55,0.91,0.9373,1.51,,1.24,,1.3,,1.2
Cuba,CUB,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,0.5,0.5,0.525,,0,0.9,1.1,0.95,0.95,1.1,1.133,1.67,,1.72,,1.4,,1.4
Cuba,CUB,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9,94,94.1,94.2,94.3,94.4,94.5,94.6,94.7,94.8,94.9,95,95.1,95.2,95.3,95.4,95.5,95.6,95.7,95.8,95.9,96,96.1,96.2,96.3
Cuba,CUB,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.2,86.6,86.9,87.3,87.6,88,88.4,88.7,89.1,89.4,89.8,90.1,90.5,90.8,91.2,91.5,91.9,92.3,92.6,93,93.3,93.7,94,94.4,94.4
Cuba,CUB,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Urban population growth (annual %),SP.URB.GROW,2.240160016,2.38057882,2.499201464,2.546935338,2.508036397,2.409609388,2.286584672,2.18231992,2.107356219,2.075641185,2.066128988,2.932278149,3.078437135,2.965086995,2.790653825,2.567578275,2.343666404,2.141409314,1.966990591,1.821670621,1.712521858,1.588238061,1.229440161,1.146848064,1.227562385,1.363387074,1.53777166,1.676153006,1.738417921,1.686655986,1.56200327,1.200922998,0.870136804,0.77678559,0.718744163,0.685732432,0.651644053,0.668101459,0.693313471,0.661200493,0.638037816,0.61906293,0.600047985,0.484043819,0.35386211,0.303300025,0.247631872,0.200340306,0.176667259,0.184107837,0.214772875,0.256456755,0.288082953,0.293506626,0.273445332
Cuba,CUB,Urban population,SP.URB.TOTL,4170491,4270964,4379049,4492013,4606099,4718436,4827570,4934081,5039163,5144851,5252256,5408547,5577635,5745493,5908088,6061747,6205492,6339810,6465748,6584612,6698346,6805581,6889768,6969238,7055317,7152167,7263001,7385766,7515284,7643116,7763439,7857234,7925901,7987708,8045326,8100685,8153645,8208302,8265409,8320241,8373497,8425495,8476204,8517332,8547525,8573489,8594746,8611982,8627210,8643108,8661691,8683933,8708986,8734585,8758502
Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,58.401,58.588,58.776,58.963,59.15,59.337,59.523,59.709,59.895,60.081,60.266,60.976,61.8,62.614,63.423,64.224,65.018,65.802,66.579,67.346,68.106,68.853,69.414,69.925,70.433,70.933,71.43,71.921,72.408,72.888,73.364,73.676,73.827,73.977,74.127,74.277,74.426,74.618,74.855,75.089,75.323,75.555,75.785,75.947,76.041,76.134,76.227,76.32,76.413,76.505,76.597,76.689,76.781,76.872,76.97
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,,284.0653153,289.2207207,294.7297297,299.8828829,304.6531532,307.8423423,311.1261261,315.9864865,321.1283784,325.9887387,331.9572072,332.6801802,330.8828829,334.1238739,335.8761261,336.4842342,336.6193694,334.1013514,332.9977477,333.4256757,334.75,338.0653153,340.4481982,342.2072072,343.9436937,343.8333333,341.1171171,336.1576577,330.9391892,327.4774775,325.231982,324.1261261,324.9977477,325.7432432,326.8896396,329.518018,330.981982,325.3873874,314.027027,301.4864865,290.6463964,291.0022523,297.0653153,302.2342342,310.0405405,318.1058559,324.4504505,328.5585586,330.704955,334.9166667,339.7094595,342.5405405,346.4436937,351.0630631
Curacao,CUW,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,
Curacao,CUW,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,,,0,0,,,,,,,
Curacao,CUW,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Urban population growth (annual %),SP.URB.GROW,1.269036131,1.557644005,2.314594464,2.395263063,2.232915868,2.07037046,1.5251247,1.536838213,2.019166673,2.07534501,1.955676382,2.260573609,0.657377672,-0.111261373,1.400527142,0.940473467,0.592171742,0.443908612,-0.354138268,0.06063249,0.511832031,0.773526347,1.356422181,1.066603849,0.875469113,0.857649027,0.314048417,-0.452542786,-1.130045008,-1.237254753,-0.728323551,-0.371051901,0.24264149,1.177130948,1.089526091,1.165832182,1.570992544,1.169711914,-1.018209617,-2.905818994,-3.462540835,-3.377070396,-0.005960313,1.931164286,1.592530197,2.416076659,2.432716284,1.837419787,1.118551673,0.510377368,1.121523954,1.276866103,0.69252813,1.004835565,1.204533857
Curacao,CUW,Urban population,SP.URB.TOTL,93258,94722,96940,99290,101532,103656,105249,106879,109059,111346,113545,116141,116907,116777,118424,119543,120253,120788,120361,120434,121052,121992,123658,124984,126083,127169,127569,126993,125566,124022,123122,122666,122964,124420,125783,127258,129273,130794,129469,125761,121481,117447,117440,119730,121652,124627,127696,130064,131527,132200,133691,135409,136350,137727,139396
Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,74.71,75.102,75.49,75.875,76.255,76.631,77.003,77.37,77.734,78.093,78.448,78.799,79.146,79.488,79.827,80.161,80.491,80.817,81.138,81.456,81.769,82.078,82.383,82.684,82.982,83.274,83.563,83.848,84.129,84.405,84.678,84.947,85.444,86.224,86.969,87.68,88.358,89.002,89.615,90.198,90.752,91.011,90.894,90.775,90.655,90.534,90.411,90.287,90.161,90.034,89.905,89.775,89.652,89.537,89.43
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,,62.38041126,62.520671,62.54458874,62.62218615,62.87564935,63.34534632,63.99393939,64.77175325,65.59707792,66.40898268,67.19264069,67.96536797,68.73474026,69.51677489,70.31980519,71.16082251,72.02683983,72.86277056,73.59448052,74.17813853,74.58582251,74.86049784,75.11623377,75.51049784,76.15725108,77.09307359,78.28787879,79.70530303,81.28214286,82.96655844,84.75519481,86.65151515,88.61623377,90.60238095,92.5745671,94.50714286,96.39967532,98.27272727,100.1613636,102.0873377,104.0564935,106.0479437,108.0248918,109.937987,111.7517316,113.4516234,115.047619,116.5595238,118.0179654,119.4464286,120.8489177,122.2189394,123.5554113,124.8547619
Cyprus,CYP,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25,0.25,0.25,0.2625,0.18,0.216,0.44,0.64,0.95,0.95,1.2,1.236,1.25,,1.47,,1.78,,1.65
Cyprus,CYP,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.78,0.78,0.78,0.819,0.57,0.684,0.83,1.03,1.08,1.08,1.25,1.2875,1.28,,1.47,,1.77,,1.61
Cyprus,CYP,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
